start_year,html_file,detail_file,annualized_return_pct,total_return_pct,volatility_ann_pct,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown_pct,trades
1990,eq35_backtesting_plot_1990.html,eq35_detail_1990.csv,13.54536184887949,9897.483628261725,20.494225458073437,0.6609355340893582,1.2671175493553943,0.3682809907294934,-36.77996472760853,0
2000,eq35_backtesting_plot_2000.html,eq35_detail_2000.csv,12.877557116297144,2304.0835109256777,21.553607243834893,0.5974664458999358,1.134645649319895,0.3501478693914336,-36.77748243528851,0
2010,eq35_backtesting_plot_2010.html,eq35_detail_2010.csv,19.780397859599663,1778.3151373541848,24.398477706051338,0.8107226236780218,1.7470782810312793,0.5378472648351357,-36.77697954950626,0
2015,eq35_backtesting_plot_2015.html,eq35_detail_2015.csv,22.90150019295527,917.4622884026629,28.018401764261196,0.8173735384923784,1.7887237106205744,0.6228724684785297,-36.76755893368673,0
